School_id,Student_id,Student_number,State_id,Last_name,Middle_name,First_name,Gender,Dob,Grade,Race,Hispanic_Latino,Ell_status,Student_zip,Student_email,Contact_name,Contact_type,Contact_phone,Contact_email,Username,Password
02M800,293155070,293155070,594179581,Franecki,R,Daniel,male,2/20/96,11,A,Y,N,11693,f.daniel@example.org,Sage Daniel,Grandfather,(606)605-7911 x8991,sage_daniel@example.net,danielf70,Fo7aisaicah
02M800,711917623,711917623,224362582,Prosacco,A,William,male,9/15/96,11,A,Y,Y,10031,william.p@example.com,Serena Tremblay,Grandmother,977.962.6011,tremblay_serena@example.com,williamp23,Zah6la1fee
02M800,129211485,129211485,427345603,Pfannerstill,J,Moises,male,7/21/96,11,A,Y,N,11369,p_moises@example.org,Dominick Pfannerstill,Stepfather,214-164-5154 x037,pfannerstill_dominick@example.com,moisesp85,Lee0noofie3
02M800,811819127,811819127,420971910,Mosciski,R,Zachary,male,7/21/96,11,A,Y,N,11207,zachary.m@example.net,Joshua Mosciski,Grandfather,337-143-4340,joshua.mosciski@example.net,zacharym27,ait0Waavoh
02M800,979314193,979314193,355245005,Klein,J,Tracey,male,12/27/96,11,A,N,Y,11695,tracey_k@example.com,Ekok Klein,Cousin,1-610-341-3240,ekok_klein@example.com,traceyk93,ohliz7Teulo
02M800,505665763,505665763,972006643,Becker,A,Patrick,male,10/11/96,11,B,Y,N,10036,b.patrick@example.com,Nial Becker,Stepfather,124-470-0063,nial_becker@example.org,patrickb63,eiCoh5Ies
02M800,230397921,230397921,883983843,Kertzmann,C,Oscar,male,8/12/96,11,B,Y,N,11417,oscar.k@example.org,Nicole Goldner,Stepmother,1-445-889-6240,nicole.goldner@example.net,oscark21,aib7duPhieh
02M800,123954193,123954193,924214454,Mayert,V,Ian,male,6/3/96,11,B,Y,N,10010,ian.m@example.net,Shajneen Mayert,Grandmother,930.470.0727 x7100,mayert_shajneen@example.com,ianm93,ShoPh9soor
02M800,412704586,412704586,248807884,Kertzmann,P,Paul,male,1/18/96,11,B,N,N,11221,paul.k@example.net,Joshua Johnson,Great Uncle,(823)573-1089 x1427,johnson.joshua@example.com,paulk86,wiequiW0doh
02M800,409330507,409330507,879744842,Quigley,A,Lynn,male,11/8/96,11,B,Y,N,11208,lynn_q@example.com,Leana Quigley,Sister,1-911-234-1148 x6552,leana_quigley@example.com,lynnq07,ye8Iepech3
02M800,728614874,728614874,810223648,Kessler,S,Douglas,male,6/21/96,11,B,Y,N,11233,douglas.k@example.com,Shanaz Kessler,Sister,1-799-404-5640 x5723,kessler_shanaz@example.net,douglask74,ahFii2nae
02M800,753526244,753526244,352669416,Mohr,D,Loyd,male,8/31/96,11,B,N,N,10466,loyd_m@example.com,Prabhdheer Mohr,Family Friend,312-749-8160 x57938,prabhdheer_mohr@example.net,loydm44,thi3Aifee
02M800,329898621,329898621,258035113,Ankunding,C,Jerome,male,1/6/96,11,B,N,N,10039,a.jerome@example.org,Kahlena Ankunding,Great Aunt,1-850-781-6968 x18277,kahlena_ankunding@example.com,jeromea21,idai0Xupoo
02M800,465337675,465337675,750373182,Metz,E,Samuel,male,6/25/96,11,B,Y,N,10001,samuel.m@example.org,Max Metz,Grandfather,947.155.9980 x6263,metz_max@example.net,samuelm75,zeiV6doh8o
02M800,406096167,406096167,856880196,Jerde,D,Bruce,male,6/7/96,11,B,N,N,11236,bruce.j@example.org,Griffin Jerde,Stepfather,695-599-2495 x7482,jerde.griffin@example.net,brucej67,IPh0gea9moh
02M800,250944385,250944385,434617041,Lemke,E,Gary,male,12/15/96,11,B,N,Y,11215,l_gary@example.net,Lloyd Balistreri,Cousin,(724)946-9010,lloyd_balistreri@example.net,garyl85,moode5aFii3
02M800,727160681,727160681,381222631,Kub,B,Steven,male,6/23/96,11,B,Y,Y,10456,k_steven@example.net,Demi Collins,Aunt,1-484-008-8764,collins.demi@example.net,stevenk81,eil8oM1koo
02M800,619416673,619416673,159076662,Homenick,B,Doug,male,3/25/96,11,B,Y,N,11101,h.doug@example.org,Ethan Homenick,Cousin,921-024-4691,homenick.ethan@example.com,dough73,Riej4iph
02M800,551596413,551596413,767077366,Fadel,P,Paul,male,3/18/96,11,B,N,Y,10462,f_paul@example.org,Jonathan Fadel,Grandmother,423-581-9288,fadel.jonathan@example.net,paulf13,wiequiW0doh
02M800,578765523,578765523,113980322,Abshire,R,William,male,11/4/96,11,B,N,Y,11429,a_william@example.net,Adam Abshire,Cousin,616-666-5020 x6122,abshire_adam@example.net,williama23,ieC8ohkai8Ae
02M800,534675808,534675808,651155420,Wintheiser,V,Keith,male,8/22/96,11,B,Y,N,10309,w.keith@example.org,Alison Wintheiser,Cousin,324.449.8665 x4135,alison_wintheiser@example.org,keithw08,ahboh2EeBeY
02M800,768510558,768510558,634233674,Gottlieb,L,Robert,male,6/28/96,11,I,Y,Y,11691,g_robert@example.net,India Gottlieb,Aunt,(905)935-8906 x810,india.gottlieb@example.net,robertg58,quoo2eiBi1G
02M800,285399376,285399376,480622482,Pfeffer,B,Louis,male,12/15/96,11,I,Y,N,11224,louis.p@example.com,Syed Pfeffer,Family Friend,160-945-2900,syed_pfeffer@example.org,louisp76,ge3Hoozau
02M800,429953058,429953058,596399011,Bins,C,Angel,male,9/21/96,11,I,Y,N,10001,angel.b@example.net,Elijah Bins,Uncle,1-945-942-0913,bins_elijah@example.net,angelb58,vohGhai6Oh
02M800,243806128,243806128,893672743,Sauer,J,Stanley,male,1/17/96,11,I,Y,N,10019,stanley_s@example.org,Addison Sauer,Stepfather,246.172.0437,sauer_addison@example.com,stanleys28,baeZ7Daibis
02M800,810462350,810462350,972639237,Pfeffer,S,Barney,male,9/23/96,11,I,Y,N,11426,barney_p@example.net,Nomrota Brakus,Sister,823.687.6454 x8318,brakus.nomrota@example.org,barneyp50,xai8HahS
02M800,999447617,999447617,651135073,Reilly,S,Mark,male,8/24/96,11,I,N,N,10034,r_mark@example.com,Edgar Reilly,Father,999.051.7941 x830,reilly_edgar@example.net,markr17,yo0ohYo6ro
02M800,146447741,146447741,526227648,Prohaska,A,Keith,male,6/2/96,11,I,Y,N,10308,keith_p@example.org,Ezequiel Prohaska,Family Friend,279-458-9763 x20059,ezequiel.prohaska@example.net,keithp41,Jiehaez7Ai
02M800,674120970,674120970,522083031,Kessler,T,Charles,male,10/2/96,11,I,Y,Y,10044,charles_k@example.org,Gloria Kessler,Family Friend,450.500.5302,gloria.kessler@example.org,charlesk70,Oogh5ia5ei
02M800,476760331,476760331,990512865,Ferry,C,Tyler,male,5/19/96,11,M,N,N,10455,f.tyler@example.net,Ana Ferry,Family Friend,1-466-334-3198,ana_ferry@example.com,tylerf31,aeXaeBos8ie
02M800,512198961,512198961,352345968,Predovic,A,Wm,male,11/5/96,11,M,N,N,11360,wm.p@example.com,Faith Predovic,Family Friend,1-396-102-1899 x37800,faith_predovic@example.com,wmp61,iu4ohk5YahH
02M800,281189153,281189153,911878764,Ortiz,C,David,male,6/20/96,11,M,N,Y,11367,david.o@example.net,Tyrone Schmeler,Father,926-450-8435 x26239,schmeler.tyrone@example.com,davido53,yi5OuGiet
02M800,115115824,115115824,761459009,Collins,D,Erick,male,3/25/96,11,M,N,N,10128,erick_c@example.com,Brittney Collins,Cousin,431-115-3650 x9093,brittney.collins@example.com,erickc24,eeX9ied5ee
02M800,186732171,186732171,256962814,Sanford,L,Francisco,male,6/15/96,11,M,N,Y,10009,francisco_s@example.org,Erin Sanford,Cousin,(334)282-0525,sanford_erin@example.net,franciscos71,iife9eiTie
02M800,428536014,428536014,224377980,Jakubowski,T,Robert,male,6/29/96,11,M,Y,Y,11004,j.robert@example.net,Karli Jakubowski,Family Friend,298.931.4943 x8593,jakubowski_karli@example.net,robertj14,eeNgei6ei
02M800,984084707,984084707,525722132,Kuhlman,S,Henry,male,5/10/96,11,W,Y,N,10465,henry_k@example.net,Renoka Kuhlman,Great Uncle,(790)186-1021,renoka.kuhlman@example.net,henryk07,ieh5ouvooJ
02M800,296674914,296674914,698407371,Beatty,J,Jeffrey,male,7/20/96,11,W,N,Y,11356,b_jeffrey@example.org,Peter Wisoky,Cousin,1-833-533-7912 x6823,wisoky.peter@example.org,jeffreyb14,eeT8RieWah
02M800,275188813,275188813,572185177,Cronin,J,Arthur,male,12/31/96,11,W,N,Y,10307,c.arthur@example.net,Mustafizur Cronin,Great Uncle,(154)144-6958,cronin.mustafizur@example.com,arthurc13,uod0aiXue
02M800,919198587,919198587,517739231,Schiller,M,Pete,male,8/9/96,11,W,N,Y,10301,pete_s@example.org,Ekemini Schiller,Sister,737.871.6338,schiller_ekemini@example.net,petes87,soohepo7eV
02M800,208674260,208674260,718959503,Heathcote,I,James,male,11/17/96,11,W,N,N,11355,h_james@example.net,Kwesi Skiles,Great Uncle,1-495-074-0944 x7619,kwesi.skiles@example.com,jamesh60,AeH4tieSah
02M800,920861821,920861821,414112872,Will,D,Harry,male,7/28/96,11,W,N,N,10471,w.harry@example.com,Uriel Will,Uncle,648.169.1328 x01848,will_uriel@example.net,harryw21,Yi2wairu
02M800,860387548,860387548,402013440,Jenkins,C,Robert,male,11/25/96,11,W,N,N,10308,j_robert@example.org,Anmol Hane,Cousin,818.549.5110 x32445,hane.anmol@example.net,robertj48,ieS2ahvahyae
02M800,248398245,248398245,140438728,Hamill,R,Jan,male,8/21/96,11,W,Y,Y,11205,h.jan@example.com,Jelani Halvorson,Uncle,949-125-4405,jelani.halvorson@example.net,janh45,phe4Jeij8Gei
02M800,747769682,747769682,883790710,Gerlach,V,Kevin,male,12/1/96,11,W,N,Y,10468,g.kevin@example.net,Shakil Schuppe,Family Friend,1-157-524-1090 x818,shakil_schuppe@example.com,keving82,ne9ta1Eec
02M800,514604387,514604387,662886560,Cummerata,M,Adam,male,8/16/96,11,W,N,N,10451,adam_c@example.org,Lea Cummerata,Family Friend,115.054.4781 x928,cummerata.lea@example.org,adamc87,Aerae0Vu
02M800,388600960,388600960,509266787,Torp,S,Thomas,male,6/14/96,11,W,N,N,10014,thomas.t@example.net,Charles Torp,Aunt,(677)194-3022 x421,charles.torp@example.net,thomast60,rieSoo9x
02M800,969561262,969561262,482638186,Gerlach,E,Eric,male,3/23/96,11,W,Y,N,10029,eric_g@example.com,Christie Gerlach,Cousin,331-231-0433 x998,gerlach_christie@example.net,ericg62,ruz2Feek9ph
02M800,129629166,129629166,475570964,Mueller,E,Mark,male,9/22/96,11,W,Y,N,11379,mark_m@example.org,Carolina Jakubowski,Great Aunt,282.574.4679,jakubowski.carolina@example.net,markm66,ohpi7LieNg
02M800,612257578,612257578,129405012,Gislason,S,Toni,female,8/26/95,12,A,N,N,11369,g.toni@example.org,Iyannah Gislason,Great Aunt,1-680-370-2151,gislason_iyannah@example.org,tonig78,mi6Saiph7Th
02M800,784087621,784087621,959666331,West,L,Kim,female,11/14/95,12,A,N,N,10026,kim.w@example.org,Celeste West,Great Aunt,1-947-025-4570,west.celeste@example.net,kimw21,gae7ao5Te
02M800,669011065,669011065,832891433,Ryan,S,Angela,female,5/13/95,12,A,N,N,10475,angela_r@example.org,Aracelly Ryan,Great Aunt,257-257-9176,aracelly_ryan@example.com,angelar65,CeimeoHo7r
02M800,555581564,555581564,327677580,Gusikowski,M,Odessa,female,7/17/95,12,A,N,Y,10463,odessa.g@example.org,Tabassum Gusikowski,Stepmother,(374)124-4928,gusikowski_tabassum@example.com,odessag64,Iet7Hi3emoi
02M800,659613151,659613151,363781585,Torphy,E,Lillian,female,4/7/95,12,A,N,N,11102,t_lillian@example.org,Gillian Hand,Mother,701.028.5418 x0004,hand.gillian@example.com,lilliant51,xaeTh4queoh
02M800,892303938,892303938,523342829,Effertz,J,Renee,female,5/22/95,12,A,N,Y,11106,e_renee@example.com,Renwick Effertz,Brother,454-313-9655 x3931,effertz.renwick@example.net,reneee38,miech5eM
02M800,986188195,986188195,583594709,Lynch,W,Antoinette,female,6/11/95,12,A,N,N,10309,l.antoinette@example.net,Austin Lynch,Grandfather,(166)742-8469,austin.lynch@example.com,antoinettel95,ooshahY8
02M800,341235342,341235342,428714268,Dickinson,H,Charlotte,female,10/26/95,12,A,N,Y,11226,charlotte.d@example.org,Akela Dickinson,Cousin,1-727-205-3758 x755,akela.dickinson@example.org,charlotted42,Im5aivaeGh
02M800,744895137,744895137,560051263,Koelpin,S,Tiffany,female,8/24/95,12,B,N,N,10458,k.tiffany@example.org,Henry Koelpin,Stepmother,(240)215-1253 x3393,koelpin.henry@example.com,tiffanyk37,Che0ahvoh
02M800,207829524,207829524,224456486,Pfeffer,B,Gwen,female,3/10/95,12,B,N,N,11435,gwen.p@example.net,Nicolette Pfeffer,Grandfather,559-731-0517 x11264,nicolette_pfeffer@example.com,gwenp24,naXoWee1Ah
02M800,796330979,796330979,359390982,Schmeler,A,Amber,female,8/13/95,12,B,Y,N,11210,s_amber@example.net,Tanjil Schmeler,Stepfather,271.640.4087,schmeler_tanjil@example.com,ambers79,daiWei8kaif
02M800,700035243,700035243,379665155,Treutel,J,Alice,female,8/21/95,12,B,N,Y,10021,t_alice@example.net,Devyn Schinner,Cousin,377.577.2123 x33414,schinner_devyn@example.net,alicet43,ahVu5ush0
02M800,606274549,606274549,360473993,Keebler,J,Sandra,female,12/14/95,12,B,N,N,11413,sandra_k@example.net,Kristen Keebler,Great Aunt,345.767.6520 x2545,keebler.kristen@example.org,sandrak49,eiLoc9thiu
02M800,648931624,648931624,547289803,Borer,T,Martha,female,10/21/95,12,B,N,N,10466,martha_b@example.org,Madhurie Borer,Mother,1-836-645-6167 x58852,borer_madhurie@example.org,marthab24,iiban1oB6
02M800,573596759,573596759,105858007,Goodwin,T,Michele,female,11/21/95,12,B,Y,N,10003,g.michele@example.com,Yarden Fadel,Father,963-689-9962 x7995,fadel_yarden@example.com,micheleg59,kahth7Quei6
02M800,933002269,933002269,566008731,Lind,L,Marie,female,6/30/95,12,B,Y,Y,11417,l_marie@example.net,Zhane Lind,Aunt,(621)849-1265,lind_zhane@example.net,mariel69,Aith1Ohm
02M800,853681043,853681043,573233513,Runolfsson,M,Sara,female,3/18/95,12,B,N,Y,10314,sara_r@example.net,Zypherson Runolfsson,Uncle,(641)041-3109,runolfsson.zypherson@example.net,sarar43,Ohsoo1aijah
02M800,994416375,994416375,273880394,Reinger,R,Julia,female,2/20/95,12,B,N,N,10455,julia_r@example.com,Diana Reinger,Family Friend,386.397.7702,reinger.diana@example.net,juliar75,ohzae9eeR9y
02M800,910169652,910169652,511639293,Miller,K,Wilma,female,1/12/95,12,B,Y,N,11417,m.wilma@example.com,Rachel Jakubowski,Family Friend,1-109-083-5321,jakubowski.rachel@example.org,wilmam52,ohf1EliK
02M800,439810286,439810286,394796526,Rolfson,A,Sandra,female,3/3/95,12,B,Y,N,10310,sandra_r@example.net,Jerry Rolfson,Great Uncle,1-259-303-1941,jerry_rolfson@example.org,sandrar86,naJ8zeeF5Sh
02M800,889621712,889621712,503787026,Torphy,J,Tonya,female,12/21/95,12,B,N,N,11231,tonya.t@example.com,Gazi Torphy,Grandfather,103.060.2916,gazi.torphy@example.org,tonyat12,Eitiph5ua
02M800,577769930,577769930,134931823,Langosh,K,Bonnie,female,7/12/95,12,B,N,Y,11238,bonnie.l@example.net,Elliemarie Langosh,Mother,1-668-856-4933 x8997,elliemarie.langosh@example.com,bonniel30,theiWofoa5o
02M800,136380730,136380730,307304843,Steuber,C,Claretta,female,6/7/95,12,B,Y,Y,11361,s_claretta@example.com,Jaja Dickens,Uncle,580.829.5405 x0507,jaja_dickens@example.org,clarettas30,Suokoh4thoh
02M800,214513152,214513152,501164734,Kunde,J,Deborah,female,6/19/95,12,B,Y,N,11413,k.deborah@example.org,Reet Kunde,Family Friend,494-477-6109 x740,kunde_reet@example.net,deborahk52,zahYee8qu
02M800,924153178,924153178,782463469,Welch,L,Corrie,female,3/29/95,12,B,Y,Y,11426,corrie.w@example.org,Liam Welch,Brother,789.840.5914 x2162,welch_liam@example.com,corriew78,pie3uG2goo
02M800,984448109,984448109,815370306,Wolff,T,Hazel,female,12/17/95,12,B,N,N,10003,w.hazel@example.org,Colin Wolff,Grandfather,1-753-084-9044 x47870,wolff_colin@example.com,hazelw09,aiX9oonaesh
02M800,442314881,442314881,579063509,Price,H,Krista,female,11/16/95,12,B,N,Y,11433,p.krista@example.org,Rochelle Von,Family Friend,175.522.5578 x0355,rochelle.von@example.org,kristap81,id1Ush1Y
02M800,851126947,851126947,832114783,Bauch,R,Beverly,female,10/25/95,12,I,N,Y,11102,beverly_b@example.org,Melanie Bauch,Cousin,(741)096-8424 x9053,melanie_bauch@example.com,beverlyb47,Aocee0eebao
02M800,511724869,511724869,709931831,Kihn,W,Dorothy,female,4/17/95,12,I,Y,N,11360,dorothy_k@example.net,Cassima Langworth,Family Friend,356-044-9986 x61118,langworth_cassima@example.net,dorothyk69,aa9ieC3ooboh
02M800,135635226,135635226,568110703,MacGyver,E,Heather,female,8/5/95,12,I,Y,Y,10301,m_heather@example.com,Kevaughn MacGyver,Stepfather,479.829.4578,kevaughn.macgyver@example.org,heatherm26,eizoo4Dahru
02M800,846100905,846100905,612018625,Nienow,O,Maria,female,5/28/95,12,I,Y,Y,11692,maria_n@example.com,Kerone Nienow,Grandfather,152.046.6845,kerone.nienow@example.org,marian05,Ookierei4U
02M800,413265573,413265573,333651730,Walsh,E,Wanda,female,9/29/95,12,I,Y,Y,10473,wanda_w@example.net,Florence Wisoky,Great Aunt,375.952.7444,florence_wisoky@example.com,wandaw73,Jah7uaCa4th
02M800,880734942,880734942,763697752,Brown,H,Joan,female,12/23/95,12,M,Y,N,11358,b.joan@example.net,Jazmine Brown,Sister,(327)218-5663 x3673,jazmine.brown@example.net,joanb42,ou8jeeN7ea
02M800,966840558,966840558,822056577,Kunde,E,Wendy,female,2/9/95,12,M,N,N,11420,wendy.k@example.net,Jonathan Heaney,Sister,(596)278-3673,jonathan_heaney@example.org,wendyk58,Oe2OhKuo
02M800,530484321,530484321,589724319,Wuckert,T,Wen,female,1/2/95,12,M,N,Y,11214,w_wen@example.net,Molly Wuckert,Mother,141-484-8570 x149,wuckert.molly@example.net,wenw21,kiephee6Va
02M800,161712659,161712659,187048275,Gorczany,M,Jennie,female,9/5/95,12,M,N,N,11363,g.jennie@example.net,Camille Gorczany,Family Friend,(590)322-3139,gorczany_camille@example.com,jennieg59,haip5Fahqu
02M800,486839131,486839131,580349440,Schaden,K,Priscilla,female,3/15/95,12,M,Y,N,10452,priscilla_s@example.com,Mawuli Schaden,Cousin,928.525.7062 x000,mawuli_schaden@example.net,priscillas31,sei2uPiengah
02M800,675767222,675767222,714871884,Gerlach,T,Victoria,female,5/10/95,12,M,N,N,10469,g_victoria@example.com,Prabhdheer Gerlach,Brother,(339)195-6934 x967,prabhdheer_gerlach@example.net,victoriag22,Cibaexo8o
02M800,582823730,582823730,950480385,Stiedemann,R,Carrie,female,7/23/95,12,M,Y,N,11221,s_carrie@example.org,Paulina Stiedemann,Aunt,(831)424-3301,stiedemann_paulina@example.com,carries30,ta4qua8E
02M800,544765793,544765793,771260413,Greenholt,T,Wen,female,2/11/95,12,M,Y,N,10020,wen_g@example.com,Erica Rodriguez,Sister,841.215.2752 x99088,erica_rodriguez@example.com,weng93,kiephee6Va
02M800,386440642,386440642,501045546,Hyatt,J,Sandra,female,4/19/95,12,M,N,N,11215,h.sandra@example.net,Stella Hyatt,Stepmother,(154)615-7902 x7953,hyatt.stella@example.org,sandrah42,niwoh3neew5N
02M800,449269728,449269728,870415736,Schamberger,R,Sharon,female,12/7/95,12,W,N,Y,10309,s_sharon@example.net,Salvatore Schamberger,Brother,(702)439-8571 x724,salvatore_schamberger@example.com,sharons28,uo2eoL3aiZ
02M800,738664637,738664637,622445542,Lebsack,R,Shirley,female,5/26/95,12,W,N,Y,11236,shirley_l@example.net,Taina Lebsack,Family Friend,489-039-5336,taina_lebsack@example.org,shirleyl37,paer5DooCai
02M800,882992383,882992383,550664984,Schimmel,B,Kathleen,female,6/5/95,12,W,N,N,11206,s.kathleen@example.net,Abigail Schimmel,Cousin,(389)867-6935,abigail_schimmel@example.net,kathleens83,eilahCa8sai
02M800,601851929,601851929,441042632,Cronin,T,Marian,female,2/7/95,12,W,Y,N,10033,marian_c@example.net,Saimul Cronin,Brother,301.201.4770,saimul_cronin@example.net,marianc29,keG5Eujei
02M800,496720315,496720315,182325424,Stracke,R,Charlene,female,11/25/95,12,W,N,Y,11429,charlene.s@example.org,Mark Stracke,Family Friend,273.250.7153 x35956,mark_stracke@example.net,charlenes15,Shewee1Thush
02M800,523837914,523837914,751890670,Rosenbaum,J,Rose,female,1/2/95,12,W,N,Y,11226,r.rose@example.org,Hayley Rosenbaum,Aunt,264-539-4059,rosenbaum.hayley@example.net,roser14,Equei1ai
02M800,909596858,909596858,900463057,Rice,A,Martha,female,2/22/95,12,W,N,N,10018,martha_r@example.org,Oluwanifemi Rice,Great Uncle,1-412-668-4597,rice.oluwanifemi@example.org,marthar58,fie5AiGoo
02M800,832947367,832947367,992129163,Mraz,R,Daniel,male,4/4/95,12,A,N,Y,10026,m.daniel@example.com,Azel Mraz,Father,944-232-0691 x225,azel_mraz@example.net,danielm67,Fo7aisaicah
02M800,653695663,653695663,453459725,Moore,R,Mark,male,3/18/95,12,A,N,Y,11233,mark.m@example.net,Aron Ziemann,Brother,792-211-1891 x07586,ziemann_aron@example.net,markm63,ooy7ahyaGoh
02M800,439769755,439769755,720860183,Oberbrunner,V,Joe,male,10/10/95,12,A,N,Y,11239,o_joe@example.org,Casey Oberbrunner,Family Friend,616-233-5517 x3536,casey_oberbrunner@example.org,joeo55,Faizie2au3nae
02M800,169195857,169195857,533497862,Gibson,E,Manuel,male,9/12/95,12,A,Y,N,10304,g_manuel@example.com,James Gibson,Father,1-624-887-0095 x55673,gibson_james@example.com,manuelg57,uSh2ir4ee
02M800,336453746,336453746,295774156,Berge,J,Brian,male,6/29/95,12,A,N,N,11210,brian.b@example.org,Salman Berge,Grandfather,908-335-2374,salman_berge@example.net,brianb46,oos3Ounohx
02M800,707457674,707457674,995121789,Schneider,C,Robert,male,9/9/95,12,A,N,N,11364,s_robert@example.com,Alana Schneider,Aunt,(862)740-8235,schneider_alana@example.net,roberts74,noongieDah5
02M800,129404892,129404892,365733915,Luettgen,J,John,male,3/27/95,12,B,N,Y,11356,john_l@example.net,Savannah Larkin,Mother,1-585-126-6726 x8224,larkin.savannah@example.com,johnl92,Authelai6ee
02M800,518251452,518251452,179980863,Blick,D,Randy,male,10/30/95,12,B,N,Y,11226,b_randy@example.org,Shefa Blick,Aunt,1-590-841-7850,blick_shefa@example.net,randyb52,Shohh6hoh
02M800,319077455,319077455,803421845,Kirlin,B,Brad,male,3/12/95,12,B,N,N,11208,brad_k@example.org,Gianna Kirlin,Family Friend,(125)984-8780 x7803,gianna.kirlin@example.com,bradk55,Eidaephesh5b
02M800,315535676,315535676,284880628,Koch,C,Robert,male,7/25/95,12,B,N,N,10474,k.robert@example.net,Renzo Corkery,Uncle,355-034-8422 x1719,renzo.corkery@example.com,robertk76,Eu3koj3ie
02M800,166940033,166940033,454242931,Von,O,David,male,11/27/95,12,B,N,N,11205,david.v@example.org,Yasmine Von,Cousin,214.195.0618 x4394,von.yasmine@example.org,davidv33,ahy9OhY4ooy
02M800,268131157,268131157,633439265,Hickle,E,Michael,male,2/2/95,12,B,N,Y,10029,michael.h@example.org,Fayokemi Hickle,Aunt,693-389-1726 x2977,fayokemi.hickle@example.com,michaelh57,ahj0is6CeRa
02M800,870891155,870891155,480869517,Zieme,D,Loyd,male,5/11/95,12,B,Y,Y,11206,loyd.z@example.net,Franco Oberbrunner,Grandfather,(853)367-5135 x25768,oberbrunner.franco@example.com,loydz55,thi3Aifee
02M800,861500337,861500337,382754259,Murphy,J,Keith,male,8/6/95,12,B,Y,N,11434,keith_m@example.org,Jordyn Murphy,Grandmother,1-318-858-2093,murphy.jordyn@example.org,keithm37,pai0Chu6
02M800,552817515,552817515,807204996,VonRueden,A,Trent,male,3/10/95,12,B,Y,Y,11414,v.trent@example.com,Daniela VonRueden,Family Friend,1-396-122-4207 x5684,daniela_vonrueden@example.com,trentv15,xeKahKi6d
02M800,751725508,751725508,681239354,Howe,E,John,male,10/21/95,12,B,Y,N,11356,h.john@example.org,Hussain Howe,Cousin,(382)031-8550 x764,howe.hussain@example.net,johnh08,xa7Kie0au
02M800,199271212,199271212,447652787,Kunze,I,Sergio,male,5/6/95,12,B,N,N,11238,sergio_k@example.org,Victoria Kunze,Sister,688-764-4839 x238,victoria.kunze@example.net,sergiok12,iuhah5Ike
02M800,363415605,363415605,936208068,Hickle,L,Matthew,male,12/25/95,12,B,N,Y,10469,h.matthew@example.com,Chinelem Hickle,Grandmother,582-266-1326,hickle_chinelem@example.com,matthewh05,iu3ooR0ahcah
02M800,236012124,236012124,563870983,Bogisich,C,James,male,11/30/95,12,B,N,N,10013,james_b@example.com,Madhurie Bogisich,Mother,(364)628-7474,bogisich_madhurie@example.org,jamesb24,cub4uf3Yi
02M800,595630521,595630521,111142787,Simonis,R,William,male,12/28/95,12,B,N,N,11435,s_william@example.com,Tyson Connelly,Uncle,1-125-990-4977,connelly_tyson@example.org,williams21,weiF0AhM
02M800,459441120,459441120,795888332,Stanton,A,Arthur,male,11/20/95,12,B,N,N,10468,arthur_s@example.org,Christopher Stanton,Family Friend,233.879.4179,christopher_stanton@example.com,arthurs20,Kai9yaiquoh
02M800,200375705,200375705,614938411,Dietrich,P,Paul,male,8/18/95,12,B,N,N,10304,d.paul@example.net,Joshua Dietrich,Family Friend,(622)018-9289,joshua_dietrich@example.net,pauld05,wiequiW0doh
02M800,229797085,229797085,194724600,Bashirian,C,Oscar,male,8/16/95,12,B,N,Y,11234,b.oscar@example.net,Reshma Bashirian,Father,104-977-3196,bashirian_reshma@example.com,oscarb85,aib7duPhieh
02M800,942972967,942972967,548321074,Crooks,K,Trevor,male,7/11/95,12,B,Y,N,11106,c.trevor@example.net,Mariah Crooks,Stepmother,1-992-090-0572,mariah.crooks@example.com,trevorc67,leifoagieV3
02M800,954752985,954752985,770757190,Rau,J,Stephen,male,3/28/95,12,B,Y,Y,11370,r_stephen@example.org,Tyson Rau,Father,559.873.7977 x36075,rau.tyson@example.net,stephenr85,BohraiVae2
02M800,948712622,948712622,408009123,Collins,J,Raymond,male,3/25/95,12,B,N,Y,10017,c.raymond@example.com,Salman Cormier,Great Uncle,891.290.1437 x13327,salman_cormier@example.net,raymondc22,Rai5ohHeu
02M800,164473167,164473167,253930603,Dickinson,E,Brian,male,12/7/95,12,B,N,N,11231,brian_d@example.org,Taryn Crist,Mother,(778)743-8532 x476,crist_taryn@example.net,briand67,Abie5air6
02M800,549412453,549412453,240520857,Stoltenberg,K,David,male,6/28/95,12,B,N,N,10302,s.david@example.net,Jade Stoltenberg,Grandmother,165.318.9410 x391,jade_stoltenberg@example.com,davids53,Tail0fahng
02M800,249968541,249968541,908498980,Halvorson,M,Rodney,male,11/19/95,12,I,Y,Y,10010,h.rodney@example.com,Shannon Halvorson,Grandfather,1-792-232-4995,shannon.halvorson@example.org,rodneyh41,aiX0iayai
02M800,851852155,851852155,918877877,Fritsch,E,Paul,male,3/28/95,12,I,N,N,10013,paul_f@example.org,Adrienne Braun,Family Friend,138-572-1812 x257,braun.adrienne@example.net,paulf55,IeGo3yiL
02M800,790090708,790090708,369187842,Littel,P,Dusty,male,4/7/95,12,I,N,N,11236,dusty.l@example.org,Guillermo Littel,Father,(957)719-1052 x3049,guillermo_littel@example.org,dustyl08,heif7ieC
02M800,130662730,130662730,790259704,Lind,J,Joseph,male,10/20/95,12,M,N,N,11212,l.joseph@example.org,Rosemary Lind,Mother,(735)177-0369 x835,lind.rosemary@example.net,josephl30,aeD7eiphuuR
