School_id,Section_id,Teacher_id,Teacher_2_id,Teacher_3_id,Teacher_4_id,Name,Grade,Course_name,Course_number,Period,Term_name,Term_start,Term_end
27Q321,785,32,31,33,,"Mathematics, Class 703 - 703 - S. Connelly",7,"Mathematics, Class 703",703,5,Y1,8/1/15,6/1/16
27Q321,786,33,31,32,,"Mathematics, Class 801 - 801 - R. Conn (Section 1)",8,"Mathematics, Class 801",801,7,Y1,8/1/15,6/1/16
27Q321,787,33,31,32,,"Mathematics, Class 802 - 802 - R. Conn (Section 2)",8,"Mathematics, Class 802",802,7,Y1,8/1/15,6/1/16
27Q321,788,33,31,32,,"Mathematics, Class 803 - 803 - R. Conn (Section 3)",8,"Mathematics, Class 803",803,7,Y1,8/1/15,6/1/16
02M800,789,60,,,,Integrated Algebra - 101 - G. Christiansen (Section 1),9,Integrated Algebra,101,4,Y1,8/1/15,6/1/16
02M800,790,60,,,,Integrated Algebra - 101 - G. Christiansen (Section 2),9,Integrated Algebra,101,4,Y1,8/1/15,6/1/16
02M800,791,60,,,,Integrated Algebra - 101 - G. Christiansen (Section 3),9,Integrated Algebra,101,4,Y1,8/1/15,6/1/16
02M800,792,12,,,,"Integrated Algebra, Honors - 102 - D. Runte",9,"Integrated Algebra, Honors",102,4,Y1,8/1/15,6/1/16
02M800,793,12,,,,"Mathematics Remediation, Grade 9 - 105 - D. Runte",9,"Mathematics Remediation, Grade 9",105,9,Y1,8/1/15,6/1/16
02M800,794,71,,,,Intermediate Media Arts - 200 - J. Roderick,10,Intermediate Media Arts,200,2,Y1,8/1/15,6/1/16
02M800,795,71,,,,Advanced Media Arts - 300 - J. Roderick,11,Advanced Media Arts,300,7,Y1,8/1/15,6/1/16
02M800,796,71,,,,Television Production - 401 - J. Roderick,12,Television Production,401,8,Y1,8/1/15,6/1/16
27Q321,797,45,,,,"Media Arts, Class 601 - 601 - V. Konopelski",6,"Media Arts, Class 601",601,7,Y1,8/1/15,6/1/16
27Q321,798,45,,,,"Media Arts, Class 602 - 602 - V. Konopelski",6,"Media Arts, Class 602",602,7,Y1,8/1/15,6/1/16
27Q321,799,45,,,,"Media Arts, Class 603 - 603 - V. Konopelski",6,"Media Arts, Class 603",603,7,Y1,8/1/15,6/1/16
27Q321,800,45,,,,"Media Arts, Class 701 - 701 - V. Konopelski",7,"Media Arts, Class 701",701,9,Y1,8/1/15,6/1/16
27Q321,801,45,,,,"Media Arts, Class 702 - 702 - V. Konopelski",7,"Media Arts, Class 702",702,9,Y1,8/1/15,6/1/16
27Q321,802,45,,,,"Media Arts, Class 703 - 703 - V. Konopelski",7,"Media Arts, Class 703",703,9,Y1,8/1/15,6/1/16
02M800,803,71,,,,Introduction to Media Arts - 100 - J. Roderick,9,Introduction to Media Arts,100,1,Y1,8/1/15,6/1/16
13K123,804,68,,,,"Kindergarten Music, Class 001 - 001 - H. Willms",0,"Kindergarten Music, Class 001",1,5,Y1,8/1/15,6/1/16
13K123,805,69,,,,"Kindergarten Music, Class 002 - 002 - S. Schoen",0,"Kindergarten Music, Class 002",2,5,Y1,8/1/15,6/1/16
13K123,806,70,,,,"Kindergarten Music, Class 003 - 003 - J. Stark",0,"Kindergarten Music, Class 003",3,4,Y1,8/1/15,6/1/16
02M800,807,72,,,,Intermediate Music Technology - 200 - J. Coulton,10,Intermediate Music Technology,200,2,Y1,8/1/15,6/1/16
13K123,808,1,,,,"Grade 1 Music, Class 101 - 101 - H. Hahn",1,"Grade 1 Music, Class 101",101,5,Y1,8/1/15,6/1/16
02M800,809,72,,,,Advanced Music Technology - 300 - J. Coulton,11,Advanced Music Technology,300,7,Y1,8/1/15,6/1/16
13K123,810,2,,,,"Grade 1 Music, Class 102 - 102 - E. Harris",1,"Grade 1 Music, Class 102",102,5,Y1,8/1/15,6/1/16
02M800,811,72,,,,Audio Production - 401 - J. Coulton (Section 1),12,Audio Production,401,8,Y1,8/1/15,6/1/16
13K123,812,3,,,,"Grade 1 Music, Class 103 - 103 - R. Prosacco",1,"Grade 1 Music, Class 103",103,4,Y1,8/1/15,6/1/16
13K123,813,5,,,,"Grade 2 Music, Class 201 - 201 - C. Hammes",2,"Grade 2 Music, Class 201",201,3,Y1,8/1/15,6/1/16
13K123,814,6,,,,"Grade 2 Music, Class 202 - 202 - A. Jones",2,"Grade 2 Music, Class 202",202,5,Y1,8/1/15,6/1/16
13K123,815,7,,,,"Grade 2 Music, Class 203 - 203 - M. Jakubowski",2,"Grade 2 Music, Class 203",203,2,Y1,8/1/15,6/1/16
13K123,816,9,,,,"Grade 3 Music, Class 301 - 301 - S. Block",3,"Grade 3 Music, Class 301",301,4,Y1,8/1/15,6/1/16
13K123,817,10,,,,"Grade 3 Music, Class 302 - 302 - L. Abernathy",3,"Grade 3 Music, Class 302",302,5,Y1,8/1/15,6/1/16
13K123,818,11,,,,"Grade 3 Music, Class 303 - 303 - L. Spinka",3,"Grade 3 Music, Class 303",303,2,Y1,8/1/15,6/1/16
13K123,819,13,,,,"Grade 4 Music, Class 401 - 401 - J. Mertz",4,"Grade 4 Music, Class 401",401,5,Y1,8/1/15,6/1/16
13K123,820,14,,,,"Grade 4 Music, Class 402 - 402 - E. Ruecker",4,"Grade 4 Music, Class 402",402,3,Y1,8/1/15,6/1/16
13K123,821,15,,,,"Grade 4 Music, Class 403 - 403 - E. Oberbrunner",4,"Grade 4 Music, Class 403",403,1,Y1,8/1/15,6/1/16
13K123,822,17,,,,"Grade 5 Music, Class 501 - 501 - N. Bartoletti",5,"Grade 5 Music, Class 501",501,4,Y1,8/1/15,6/1/16
13K123,823,18,,,,"Grade 5 Music, Class 502 - 502 - M. Walsh",5,"Grade 5 Music, Class 502",502,4,Y1,8/1/15,6/1/16
13K123,824,19,,,,"Grade 5 Music, Class 503 - 503 - D. Raynor",5,"Grade 5 Music, Class 503",503,1,Y1,8/1/15,6/1/16
02M800,825,72,,,,Introduction to Music Technology,9,Introduction to Music Technology,100,1,Y1,8/1/15,6/1/16
02M800,826,75,65,,,"Physical Education, Group 10A - 201 - P. McCartney",10,"Physical Education, Group 10A",201,8,Y1,8/1/15,6/1/16
02M800,827,75,65,,,"Physical Education, Group 10B - 202 - P. McCartney",10,"Physical Education, Group 10B",202,8,Y1,8/1/15,6/1/16
02M800,828,75,65,,,"Physical Education, Group 11A - 301 - P. McCartney",11,"Physical Education, Group 11A",301,2,Y1,8/1/15,6/1/16
02M800,829,75,65,,,"Physical Education, Group 11B - 302 - P. McCartney",11,"Physical Education, Group 11B",302,2,Y1,8/1/15,6/1/16
02M800,830,75,65,,,"Physical Education, Group 12A - 401 - P. McCartney",12,"Physical Education, Group 12A",401,7,Y1,8/1/15,6/1/16
02M800,831,75,65,,,"Physical Education, Group 12B - 402 - P. McCartney",12,"Physical Education, Group 12B",402,7,Y1,8/1/15,6/1/16
27Q321,832,65,,,,"Physical Education, Class 601 - 601 - K. Ritchie",6,"Physical Education, Class 601",601,9,Y1,8/1/15,6/1/16
27Q321,833,65,,,,"Physical Education, Class 602 - 602 - K. Ritchie",6,"Physical Education, Class 602",602,9,Y1,8/1/15,6/1/16
27Q321,834,65,,,,"Physical Education, Class 603 - 603 - K. Ritchie",6,"Physical Education, Class 603",603,9,Y1,8/1/15,6/1/16
27Q321,835,65,,,,"Physical Education, Class 701 - 701 - K. Ritchie",7,"Physical Education, Class 701",701,8,Y1,8/1/15,6/1/16
27Q321,836,65,,,,"Physical Education, Class 702 - 702 - K. Ritchie",7,"Physical Education, Class 702",702,8,Y1,8/1/15,6/1/16
27Q321,837,65,,,,"Physical Education, Class 703 - 703 - K. Ritchie",7,"Physical Education, Class 703",703,8,Y1,8/1/15,6/1/16
27Q321,838,65,,,,"Physical Education, Class 801 - 801 - K. Ritchie",8,"Physical Education, Class 801",801,4,Y1,8/1/15,6/1/16
27Q321,839,65,,,,"Physical Education, Class 802 - 802 - K. Ritchie",8,"Physical Education, Class 802",802,4,Y1,8/1/15,6/1/16
27Q321,840,65,,,,"Physical Education, Class 803 - 803 - K. Ritchie",8,"Physical Education, Class 803",803,4,Y1,8/1/15,6/1/16
02M800,841,75,,,,"Physical Education, Group 9A - 101 - P. McCartney",9,"Physical Education, Group 9A",101,8,Y1,8/1/15,6/1/16
02M800,842,75,,,,"Physical Education, Group 9B - 102 - P. McCartney",9,"Physical Education, Group 9B",102,8,Y1,8/1/15,6/1/16
13K123,843,68,,,,"Kindergarten Reading, Class 001 - 001 - H. Willms",0,"Kindergarten Reading, Class 001",1,1,Y1,8/1/15,6/1/16
13K123,844,69,,,,"Kindergarten Reading, Class 002 - 002 - S. Schoen",0,"Kindergarten Reading, Class 002",2,1,Y1,8/1/15,6/1/16
13K123,845,70,,,,"Kindergarten Reading, Class 003 - 003 - J. Stark",0,"Kindergarten Reading, Class 003",3,2,Y1,8/1/15,6/1/16
13K123,846,1,,,,"Grade 1 Reading, Class 101 - 101 - H. Hahn",1,"Grade 1 Reading, Class 101",101,1,Y1,8/1/15,6/1/16
13K123,847,2,,,,"Grade 1 Reading, Class 102 - 102 - E. Harris",1,"Grade 1 Reading, Class 102",102,1,Y1,8/1/15,6/1/16
13K123,848,3,,,,"Grade 1 Reading, Class 103 - 103 - R. Prosacco",1,"Grade 1 Reading, Class 103",103,2,Y1,8/1/15,6/1/16
13K123,849,5,,,,"Grade 2 Reading, Class 201 - 201 - C. Hammes",2,"Grade 2 Reading, Class 201",201,2,Y1,8/1/15,6/1/16
13K123,850,6,,,,"Grade 2 Reading, Class 202 - 202 - A. Jones",2,"Grade 2 Reading, Class 202",202,2,Y1,8/1/15,6/1/16
13K123,851,7,,,,"Grade 2 Reading, Class 203 - 203 - M. Jakubowski",2,"Grade 2 Reading, Class 203",203,4,Y1,8/1/15,6/1/16
13K123,852,9,,,,"Grade 3 Reading, Class 301 - 301 - S. Block",3,"Grade 3 Reading, Class 301",301,2,Y1,8/1/15,6/1/16
13K123,853,10,,,,"Grade 3 Reading, Class 302 - 302 - L. Abernathy",3,"Grade 3 Reading, Class 302",302,1,Y1,8/1/15,6/1/16
13K123,854,11,,,,"Grade 3 Reading, Class 303 - 303 - L. Spinka",3,"Grade 3 Reading, Class 303",303,2,Y1,8/1/15,6/1/16
13K123,855,13,,,,"Grade 4 Reading, Class 401 - 401 - J. Mertz",4,"Grade 4 Reading, Class 401",401,5,Y1,8/1/15,6/1/16
13K123,856,14,,,,"Grade 4 Reading, Class 402 - 402 - E. Ruecker",4,"Grade 4 Reading, Class 402",402,5,Y1,8/1/15,6/1/16
13K123,857,15,,,,"Grade 4 Reading, Class 403 - 403 - E. Oberbrunner",4,"Grade 4 Reading, Class 403",403,4,Y1,8/1/15,6/1/16
13K123,858,17,,,,"Grade 5 Reading, Class 501 - 501 - N. Bartoletti",5,"Grade 5 Reading, Class 501",501,4,Y1,8/1/15,6/1/16
13K123,859,18,,,,"Grade 5 Reading, Class 502 - 502 - M. Walsh",5,"Grade 5 Reading, Class 502",502,5,Y1,8/1/15,6/1/16
13K123,860,19,,,,"Grade 5 Reading, Class 503 - 503 - D. Raynor",5,"Grade 5 Reading, Class 503",503,2,Y1,8/1/15,6/1/16
02M800,861,50,,,,SAT Prep - 000 - R. Doyle (Section 1),10,SAT Prep,0,9,Y1,8/1/15,6/1/16
02M800,862,49,,,,SAT Prep - 000 - S. Trantow (Section 2),11,SAT Prep,0,9,Y1,8/1/15,6/1/16
02M800,863,48,,,,SAT Prep - 000 - H. Hauck (Section 3),12,SAT Prep,0,9,Y1,8/1/15,6/1/16
13K123,864,68,,,,"Kindergarten Science, Class 001 - 001 - H. Willms",0,"Kindergarten Science, Class 001",1,2,Y1,8/1/15,6/1/16
13K123,865,69,,,,"Kindergarten Science, Class 002 - 002 - S. Schoen",0,"Kindergarten Science, Class 002",2,3,Y1,8/1/15,6/1/16
13K123,866,70,,,,"Kindergarten Science, Class 003 - 003 - J. Stark",0,"Kindergarten Science, Class 003",3,4,Y1,8/1/15,6/1/16
02M800,867,82,,,,Chemistry - 201 - J. Washington (Section 1),10,Chemistry,201,3,Y1,8/1/15,6/1/16
02M800,868,82,,,,Chemistry - 201 - J. Washington (Section 2),10,Chemistry,201,3,Y1,8/1/15,6/1/16
02M800,869,82,,,,Chemistry - 201 - J. Washington (Section 3),10,Chemistry,201,3,Y1,8/1/15,6/1/16
02M800,870,16,,,,College Chemistry - 202 - R. Wyman (Section 4),10,College Chemistry,202,3,Y1,8/1/15,6/1/16
02M800,871,16,,,,"Science Remediation, Grade 10 - 205 - R. Wyman",10,"Science Remediation, Grade 10",205,9,Y1,8/1/15,6/1/16
13K123,872,1,,,,"Grade 1 Science, Class 101 - 101 - H. Hahn",1,"Grade 1 Science, Class 101",101,2,Y1,8/1/15,6/1/16
02M800,873,83,,,,Physics - 301 - S. Madison (Section 1),11,Physics,301,8,Y1,8/1/15,6/1/16
02M800,874,83,,,,Physics - 302 - S. Madison (Section 2),11,Physics,302,8,Y1,8/1/15,6/1/16
02M800,875,83,,,,Physics - 302 - S. Madison (Section 3),11,Physics,302,8,Y1,8/1/15,6/1/16
02M800,876,20,,,,College Physics - 300 - M. Kulas (Section 4),11,College Physics,300,8,Y1,8/1/15,6/1/16
02M800,877,16,,,,"Science Remediation, Grade 11 - 305 - R. Wyman",11,"Science Remediation, Grade 11",305,9,Y1,8/1/15,6/1/16
13K123,878,2,,,,"Grade 1 Science, Class 102 - 102 - E. Harris",1,"Grade 1 Science, Class 102",102,3,Y1,8/1/15,6/1/16
02M800,879,16,,,,Environmental Science - 402 - R. Wyman (Section 1),12,Environmental Science,402,3,Y1,8/1/15,6/1/16
02M800,880,16,,,,AP Physics - 401 - R. Wyman (Section 2),12,AP Physics,401,3,Y1,8/1/15,6/1/16
02M800,881,20,,,,AP Chemistry - 404 - M. Kulas (Section 3),12,AP Chemistry,404,3,Y1,8/1/15,6/1/16
02M800,882,81,,,,Environmental Science - 400 - S. Ogden (Section 4),12,Environmental Science,400,3,Y1,8/1/15,6/1/16
02M800,883,83,,,,Physics - 403 - S. Madison (Section 5),12,Physics,403,3,Y1,8/1/15,6/1/16
02M800,884,16,,,,"Science Remediation, Grade 12 - 405 - R. Wyman",12,"Science Remediation, Grade 12",405,9,Y1,8/1/15,6/1/16
13K123,885,3,5,3,3,"Grade 1 Science, Class 103 - 103 - R. Prosacco",1,"Grade 1 Science, Class 103",103,4,Y1,8/1/15,6/1/16
13K123,886,5,6,5,19,"Grade 2 Science, Class 201 - 201 - C. Hammes",2,"Grade 2 Science, Class 201",201,1,Y1,8/1/15,6/1/16
13K123,887,6,7,6,5,"Grade 2 Science, Class 202 - 202 - A. Jones",2,"Grade 2 Science, Class 202",202,4,Y1,8/1/15,6/1/16
13K123,888,7,9,7,6,"Grade 2 Science, Class 203 - 203 - M. Jakubowski",2,"Grade 2 Science, Class 203",203,4,Y1,8/1/15,6/1/16
13K123,889,9,10,9,7,"Grade 3 Science, Class 301 - 301 - S. Block",3,"Grade 3 Science, Class 301",301,3,Y1,8/1/15,6/1/16
13K123,890,10,11,10,9,"Grade 3 Science, Class 302 - 302 - L. Abernathy",3,"Grade 3 Science, Class 302",302,5,Y1,8/1/15,6/1/16
13K123,891,11,13,11,10,"Grade 3 Science, Class 303 - 303 - L. Spinka",3,"Grade 3 Science, Class 303",303,2,Y1,8/1/15,6/1/16
13K123,892,13,14,13,11,"Grade 4 Science, Class 401 - 401 - J. Mertz",4,"Grade 4 Science, Class 401",401,5,Y1,8/1/15,6/1/16
13K123,893,14,15,14,13,"Grade 4 Science, Class 402 - 402 - E. Ruecker",4,"Grade 4 Science, Class 402",402,2,Y1,8/1/15,6/1/16
13K123,894,15,17,15,14,"Grade 4 Science, Class 403 - 403 - E. Oberbrunner",4,"Grade 4 Science, Class 403",403,4,Y1,8/1/15,6/1/16
13K123,895,17,18,17,15,"Grade 5 Science, Class 501 - 501 - N. Bartoletti",5,"Grade 5 Science, Class 501",501,2,Y1,8/1/15,6/1/16
13K123,896,18,19,18,17,"Grade 5 Science, Class 502 - 502 - M. Walsh",5,"Grade 5 Science, Class 502",502,5,Y1,8/1/15,6/1/16
13K123,897,19,3,19,18,"Grade 5 Science, Class 503 - 503 - D. Raynor",5,"Grade 5 Science, Class 503",503,3,Y1,8/1/15,6/1/16
27Q321,898,40,,,,"Science, Class 601 - 601 - C. Ankunding",6,"Science, Class 601",601,5,Y1,8/1/15,6/1/16
27Q321,899,40,,,,"Science, Class 602 - 602 - C. Ankunding",6,"Science, Class 602",602,5,Y1,8/1/15,6/1/16
27Q321,900,40,,,,"Science, Class 603 - 603 - C. Ankunding",6,"Science, Class 603",603,5,Y1,8/1/15,6/1/16
27Q321,901,40,,,,"Science, Class 701 - 701 - C. Ankunding",7,"Science, Class 701",701,4,Y1,8/1/15,6/1/16
27Q321,902,41,,,,"Science, Class 702 - 702 - C. Gleichner",7,"Science, Class 702",702,4,Y1,8/1/15,6/1/16
27Q321,903,41,,,,"Science, Class 703 - 703 - C. Gleichner",7,"Science, Class 703",703,4,Y1,8/1/15,6/1/16
27Q321,904,41,,,,"Science, Class 801 - 801 - C. Gleichner",8,"Science, Class 801",801,3,Y1,8/1/15,6/1/16
27Q321,905,41,,,,"Science, Class 802 - 802 - C. Gleichner",8,"Science, Class 802",802,3,Y1,8/1/15,6/1/16
27Q321,906,41,,,,"Science, Class 803 - 803 - C. Gleichner",8,"Science, Class 803",803,3,Y1,8/1/15,6/1/16
02M800,907,81,,,,Living Environment - 101 - S. Ogden (Section 1),9,Living Environment,101,7,Y1,8/1/15,6/1/16
02M800,908,81,,,,Living Environment - 101 - S. Ogden (Section 2),9,Living Environment,101,7,Y1,8/1/15,6/1/16
02M800,909,81,,,,Living Environment - 101 - S. Ogden (Section 3),9,Living Environment,101,7,Y1,8/1/15,6/1/16
02M800,910,16,,,,Living Environment (Honors) - 102 - R. Wyman,9,Living Environment (Honors),102,7,Y1,8/1/15,6/1/16
02M800,911,16,,,,"Science Remediation, Grade 9 - 105 - R. Wyman",9,"Science Remediation, Grade 9",105,9,Y1,8/1/15,6/1/16
13K123,912,68,,,,"Kindergarten Social Studies, Class 001",0,"Kindergarten Social Studies, Class 001",1,3,Y1,8/1/15,6/1/16
13K123,913,69,,,,"Kindergarten Social Studies, Class 002",0,"Kindergarten Social Studies, Class 002",2,3,Y1,8/1/15,6/1/16
13K123,914,70,,,,"Kindergarten Social Studies, Class 003",0,"Kindergarten Social Studies, Class 003",3,2,Y1,8/1/15,6/1/16
13K123,915,1,,,,"Grade 1 Social Studies, Class 101 - 101 - H. Hahn",1,"Grade 1 Social Studies, Class 101",101,3,Y1,8/1/15,6/1/16
02M800,916,79,,,,Economics - 300 - L. Ray (Section 1),11,Economics,300,9,Y1,8/1/15,6/1/16
13K123,917,2,,,,"Grade 1 Social Studies, Class 102",1,"Grade 1 Social Studies, Class 102",102,3,Y1,8/1/15,6/1/16
02M800,918,79,,,,Economics - 400 - L. Ray (Section 2),12,Economics,400,2,Y1,8/1/15,6/1/16
13K123,919,3,,,,"Grade 1 Social Studies, Class 103",1,"Grade 1 Social Studies, Class 103",103,2,Y1,8/1/15,6/1/16
13K123,920,5,,,,"Grade 2 Social Studies, Class 201",2,"Grade 2 Social Studies, Class 201",201,3,Y1,8/1/15,6/1/16
13K123,921,6,,,,"Grade 2 Social Studies, Class 202 - 202 - A. Jones",2,"Grade 2 Social Studies, Class 202",202,3,Y1,8/1/15,6/1/16
13K123,922,7,,,,"Grade 2 Social Studies, Class 203",2,"Grade 2 Social Studies, Class 203",203,2,Y1,8/1/15,6/1/16
13K123,923,9,,,,"Grade 3 Social Studies, Class 301 - 301 - S. Block",3,"Grade 3 Social Studies, Class 301",301,3,Y1,8/1/15,6/1/16
13K123,924,10,,,,"Grade 3 Social Studies, Class 302",3,"Grade 3 Social Studies, Class 302",302,3,Y1,8/1/15,6/1/16
13K123,925,11,,,,"Grade 3 Social Studies, Class 303",3,"Grade 3 Social Studies, Class 303",303,2,Y1,8/1/15,6/1/16
13K123,926,13,,,,"Grade 4 Social Studies, Class 401 - 401 - J. Mertz",4,"Grade 4 Social Studies, Class 401",401,5,Y1,8/1/15,6/1/16
13K123,927,14,,,,"Grade 4 Social Studies, Class 402",4,"Grade 4 Social Studies, Class 402",402,5,Y1,8/1/15,6/1/16
13K123,928,15,,,,"Grade 4 Social Studies, Class 403",4,"Grade 4 Social Studies, Class 403",403,3,Y1,8/1/15,6/1/16
13K123,929,17,,,,"Grade 5 Social Studies, Class 501",5,"Grade 5 Social Studies, Class 501",501,1,Y1,8/1/15,6/1/16
13K123,930,18,,,,"Grade 5 Social Studies, Class 502 - 502 - M. Walsh",5,"Grade 5 Social Studies, Class 502",502,4,Y1,8/1/15,6/1/16
13K123,931,19,,,,"Grade 5 Social Studies, Class 503",5,"Grade 5 Social Studies, Class 503",503,2,Y1,8/1/15,6/1/16
27Q321,932,34,,,,"Social Studies, Class 601 - 601 - P. Mohr",6,"Social Studies, Class 601",601,2,Y1,8/1/15,6/1/16
27Q321,933,34,,,,"Social Studies, Class 602 - 602 - P. Mohr",6,"Social Studies, Class 602",602,2,Y1,8/1/15,6/1/16
27Q321,934,34,,,,"Social Studies, Class 603 - 603 - P. Mohr",6,"Social Studies, Class 603",603,2,Y1,8/1/15,6/1/16
27Q321,935,35,,,,"Social Studies, Class 701 - 701 - G. Gleichner",7,"Social Studies, Class 701",701,3,Y1,8/1/15,6/1/16
27Q321,936,35,,,,"Social Studies, Class 702 - 702 - G. Gleichner",7,"Social Studies, Class 702",702,3,Y1,8/1/15,6/1/16
27Q321,937,35,,,,"Social Studies, Class 703 - 703 - G. Gleichner",7,"Social Studies, Class 703",703,3,Y1,8/1/15,6/1/16
27Q321,938,36,,,,"Social Studies, Class 801 - 801 - C. Daniel",8,"Social Studies, Class 801",801,5,Y1,8/1/15,6/1/16
27Q321,939,36,,,,"Social Studies, Class 802 - 802 - C. Daniel",8,"Social Studies, Class 802",802,5,Y1,8/1/15,6/1/16
27Q321,940,36,,,,"Social Studies, Class 803 - 803 - C. Daniel",8,"Social Studies, Class 803",803,5,Y1,8/1/15,6/1/16
02M800,941,58,,,,Spanish II - 201 - L. Jacobs (Section 1),10,Spanish II,201,2,Y1,8/1/15,6/1/16
02M800,942,76,,,,Spanish II - 201 - R. Gadsby (Section 2),10,Spanish II,201,2,Y1,8/1/15,6/1/16
02M800,943,76,,,,Spanish III - 301 - R. Gadsby (Section 1),11,Spanish III,301,2,Y1,8/1/15,6/1/16
02M800,944,76,,,,AP Spanish Language - 404 - R. Gadsby (Section 1),12,AP Spanish Language,404,2,Y1,8/1/15,6/1/16
27Q321,945,42,,,,"Spanish, Class 801 - 801 - J. Doyle (Section 1)",8,"Spanish, Class 801",801,2,Y1,8/1/15,6/1/16
27Q321,946,42,,,,"Spanish, Class 802 - 802 - J. Doyle (Section 2)",8,"Spanish, Class 802",802,2,Y1,8/1/15,6/1/16
27Q321,947,42,,,,"Spanish, Class 803 - 803 - J. Doyle (Section 3)",8,"Spanish, Class 803",803,2,Y1,8/1/15,6/1/16
02M800,948,58,,,,Spanish I - 101 - L. Jacobs (Section 1),9,Spanish I,101,9,Y1,8/1/15,6/1/16
02M800,949,58,,,,Spanish I - 101 - L. Jacobs (Section 2),9,Spanish I,101,9,Y1,8/1/15,6/1/16
02M800,950,67,,,,Introduction to Programming - 200 - L. Corwin,10,Introduction to Programming,200,2,Y1,8/1/15,6/1/16
02M800,951,67,,,,Intermediate Programming - 300 - L. Corwin,11,Intermediate Programming,300,7,Y1,8/1/15,6/1/16
02M800,952,67,,,,AP Computer Science - 401 - L. Corwin (Section 1),12,AP Computer Science,401,8,Y1,8/1/15,6/1/16
27Q321,953,46,,,,"Technology, Class 601 - 601 - T. Schultz",6,"Technology, Class 601",601,8,Y1,8/1/15,6/1/16
27Q321,954,46,,,,"Technology, Class 602 - 602 - T. Schultz",6,"Technology, Class 602",602,8,Y1,8/1/15,6/1/16
27Q321,955,46,,,,"Technology, Class 603 - 603 - T. Schultz",6,"Technology, Class 603",603,8,Y1,8/1/15,6/1/16
02M800,956,67,,,,Introduction to Web Design - 100 - L. Corwin,9,Introduction to Web Design,100,1,Y1,8/1/15,6/1/16
02M800,957,78,,,,Intermediate Visual Arts - 200 - J. Page,10,Intermediate Visual Arts,200,2,Y1,8/1/15,6/1/16
02M800,958,78,,,,Advanced Visual Arts - 300 - J. Page (Section 1),11,Advanced Visual Arts,300,7,Y1,8/1/15,6/1/16
02M800,959,77,,,,AP Art History - 404 - R. Plant (Section 1),12,AP Art History,404,8,Y1,8/1/15,6/1/16
02M800,960,77,,,,Introduction to Visual Arts - 100 - R. Plant,9,Introduction to Visual Arts,100,1,Y1,8/1/15,6/1/16
